week_window_start,week_window_end,event_id,event_date,home_team_id,home_team,away_team_id,away_team,team_id,team_name,player_id,player_name,position,college,hometown,years_experience
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,2574511,Brandon Allen,QB,Arkansas,"{'city': 'Fayetteville', 'state': 'AR', 'country': 'USA'}",9
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,4883647,Elic Ayomanor,WR,Stanford,"{'city': 'Medicine Hat', 'state': 'AB', 'country': 'Canada'}",
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,4367567,Julius Chestnut,RB,Sacred Heart,"{'city': 'Bowie', 'state': 'MD', 'country': 'USA'}",4
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,4426987,Brandon Crenshaw-Dickson,OT,Florida,"{'city': 'Inglewood', 'state': 'CA', 'country': 'USA'}",
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,4035448,Lloyd Cushenberry III,C,LSU,"{'city': 'Carville', 'state': 'LA', 'country': 'USA'}",6
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,4429466,Drake Dabney,TE,TCU,"{'city': 'Cypress', 'state': 'TX', 'country': 'USA'}",
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,4431268,Chimere Dike,WR,Florida,"{'city': 'Waukesha', 'state': 'WI', 'country': 'USA'}",
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,4372058,Jaelyn Duncan,OT,Maryland,"{'city': 'New Carrollton', 'state': 'MD', 'country': 'USA'}",3
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,4241422,Arlington Hambright,G,Colorado,"{'city': 'Ypsilanti', 'state': 'MI', 'country': 'USA'}",3
2025-08-14,2025-08-18,401773017,2025-08-15T23:00Z,1,Atlanta Falcons,10,Tennessee Titans,10,Tennessee Titans,3116135,Blake Hance,G,Northwestern,"{'city': 'Jacksonville', 'state': 'IL', 'country': 'USA'}",5
